,K1,K2,Grey K1,Req. Dt,Derived From SO NO,Segment,Customer,Gry EDOD,Gry REDOD,Line Creation Dt.,DocNo.,Line No,Sch P/I Dt,Order Qty,Plan I/p Dt,SO No,SO Line no,SubSegment,K3,K4,K5,K6,Shade,Dely Dt1,Dely Dt,Lot Qty,Disp Planned,Bal to exe,Plan Qty,PPC Remark,LabRef.No,Peach Std.,Repeat Cops,Tech Remark,Final Dispo Comment,Marketing Comment,Exec. Closed,LabRef Check,KE Desc,Std Rec Dt,PP Comment,F370R001 Stock,F370B001 Stock,F380B001 Stock,F380B101 Stock,F350B001 Stock,F350B101 Stock,Baddi Stk,F400B001 Stock,F400B101 Stock,F340R001 Stock,Budhni Stk,Pref Factory,YD/PD,Factory,Grey Stock
408,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,25/11/2021,9/6/2021,BLM75_M75-21000009,190,19/11/2021,0,9/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Baddi,19014.5
409,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,25/11/2021,9/6/2021,BLM75_M75-21000009,190,19/11/2021,0,9/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Budhni,109145.88
410,11600109,BAOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,20/11/2021,14/07/2021,BLM75_M75-21000008,50,5/12/2021,0,9/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",21,PD,Baddi,19014.5
411,11600109,BAOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,20/11/2021,14/07/2021,BLM75_M75-21000008,50,5/12/2021,0,9/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",21,PD,Budhni,109145.88
412,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,25/12/2021,9/6/2021,BLM75_M75-21000009,220,12/12/2021,0,11/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"119,999","119,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Baddi,19014.5
413,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,25/12/2021,9/6/2021,BLM75_M75-21000009,220,12/12/2021,0,11/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"119,999","119,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Budhni,109145.88
414,A109A001,BDKK,A109A001BDKK,4/5/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),21/06/2021,21/06/2021,4/5/2021,BLM75_M75-21000041,10,1/11/2021,0,12/12/2021,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"69,760","69,760",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
415,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),18/10/2021,10/12/2021,14/07/2021,BLS75_S75-21000161,10,12/12/2021,0,12/12/2021,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"30,000","30,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,PD,Baddi,50120.99
416,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,24/11/2021,23/08/2021,BLM75_M75-21000007,91,5/12/2021,0,14/12/2021,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"69,999","69,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Baddi,1172.23
417,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,24/11/2021,23/08/2021,BLM75_M75-21000007,91,5/12/2021,0,14/12/2021,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"69,999","69,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Budhni,57314.13
418,A124A503,BAKCWLR4J,A124A503BAKCDWLR,19/07/2021,,DE&B,C&A BANGLADESH LTD,5/11/2021,5/11/2021,5/8/2021,BLS75_S75-21000170,21,1/12/2021,0,15/12/2021,,,C & A,BSC4+PNF,STDAWTD000,BSC4+PMMAB,,,,,0,,"18,288","18,288",Order To Punch,,,,,,ESC(22-July),Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
419,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,6/12/2021,9/6/2021,BLM75_M75-21000009,230,12/12/2021,0,16/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"89,999","89,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Baddi,19014.5
420,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,6/12/2021,9/6/2021,BLM75_M75-21000009,230,12/12/2021,0,16/12/2021,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"89,999","89,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Budhni,109145.88
421,14252,BAB,14252BAB,31/07/2021,S75_S75-20000673/60,Brands,Aditya Birla Fashion and Retail Limited,30/11/2021,30/11/2021,31/07/2021,BLS75_S75-20000673,60,1/12/2021,0,16/12/2021,,,PETER ENGLAND,PC-SF,BRKUPAWTD0,,,,,,0,,"9,000","9,000",Order To Punch,,,,,,ESC(6-Aug),Unchecked,,,1/1/1900,,288,0,0,0,"1,450",0,"1,738",0,0,0,0,21,PD,Baddi,17407.0
422,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),14/12/2021,14/12/2021,14/07/2021,BLS75_S75-21000163,30,15/12/2021,0,16/12/2021,,,J CREW,CT+NF,RPT0000000,CT+DA,,,,,0,,"25,000","25,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,RD,Baddi,50120.99
423,14252,BAB,14252BACCB5,11/8/2021,,Brands,Aditya Birla Fashion and Retail Limited,26/02/2022,29/11/2021,11/8/2021,BLS75_S75-21000234,60,1/12/2022,0,17/12/2021,,,PETER ENGLAND,PC-SF,STDAWTD000,,,,,,0,,"5,000","5,000",Order To Punch,,,,,,ESC (17-Aug),Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,FB,,
424,A130D594,BADKW,A130D594BADKW,29/07/2021,,Brands,MOHAN CLOTHING CO PVT LTD,20/11/2021,10/10/2021,29/07/2021,BLS75_S75-21000203,140,17/10/2021,0,18/12/2021,,,BLACK BERRY,ST-SF,BRKUPAWTD0,,,,,,0,,"4,800","4,800",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,630,0,0,0,630,0,0,0,0,21,PD,Baddi,3650.0
425,A140D538,BAMC,A140D538BAMC,29/07/2021,,Brands,MOHAN CLOTHING CO PVT LTD,15/12/2021,15/12/2021,29/07/2021,BLS75_S75-21000205,20,16/12/2021,0,18/12/2021,,,BLACK BERRY,ST-AB,BRKUPAWTD0,,,,,,0,,"10,400","10,400",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,313,0,728,0,0,0,"1,041",0,0,0,0,21,PD,Baddi,2556.0
426,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),18/12/2021,18/12/2021,14/07/2021,BLS75_S75-21000161,30,19/12/2021,0,20/12/2021,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"30,000","30,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,PD,Baddi,50120.99
427,A109A001,BDKK,A109A001BDKK,19/05/2021,,RMGE,GOKALDAS EXPORTS LTD,25/02/2022,25/02/2022,19/05/2021,BLM75_M75-21000054,60,22/02/2022,0,20/12/2021,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"500,000","500,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
428,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/40,RMGE,GOKALDAS EXPORTS LTD,25/12/2021,25/12/2021,19/05/2021,BLM75_M75-21000054,40,25/12/2021,0,25/12/2021,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"440,593","440,593",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
429,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/12/2021,14/12/2021,19/05/2021,BLM75_M75-21000053,40,15/12/2021,0,25/12/2021,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"85,000","85,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
430,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/12/2021,14/12/2021,19/05/2021,BLM75_M75-21000053,50,15/12/2021,0,25/12/2021,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"110,000","110,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
431,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),23/12/2021,23/12/2021,14/07/2021,BLS75_S75-21000164,30,24/12/2021,0,25/12/2021,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"15,000","15,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,FB,Baddi,50120.99
432,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/12/2021,14/12/2021,19/05/2021,BLM75_M75-21000052,40,15/12/2021,0,25/12/2021,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"235,000","235,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
433,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/12/2021,14/12/2021,15/07/2021,BLM75_M75-21000052,90,15/12/2021,0,25/12/2021,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"115,000","115,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
434,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),14/01/2022,14/01/2022,14/07/2021,BLS75_S75-21000163,40,15/01/2022,0,16/01/2022,,,J CREW,CT+NF,RPT0000000,CT+DA,,,,,0,,"25,000","25,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,RD,Baddi,50120.99
435,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),18/01/2022,18/01/2022,14/07/2021,BLS75_S75-21000161,40,19/01/2022,0,20/01/2022,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"30,000","30,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,PD,Baddi,50120.99
436,A109A001,BDKK,A109A001BDKK,19/05/2021,,RMGE,GOKALDAS EXPORTS LTD,25/03/2022,25/03/2022,19/05/2021,BLM75_M75-21000054,70,25/03/2022,0,20/01/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"500,000","500,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
437,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,20/01/2022,23/06/2021,BLM75_M75-21000009,240,20/01/2022,0,22/01/2022,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"457,200","457,200",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Baddi,19014.5
438,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,20/01/2022,23/06/2021,BLM75_M75-21000009,240,20/01/2022,0,22/01/2022,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"457,200","457,200",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Budhni,109145.88
439,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),23/01/2022,23/01/2022,14/07/2021,BLS75_S75-21000164,40,24/01/2022,0,24/01/2022,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"15,000","15,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,FB,Baddi,50120.99
440,A109A001,BDKK,A109A001BDKK,19/05/2021,,RMGE,GOKALDAS EXPORTS LTD,25/01/2022,25/01/2022,19/05/2021,BLM75_M75-21000054,50,25/01/2022,0,25/01/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"500,000","500,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
441,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/01/2022,14/01/2022,15/07/2021,BLM75_M75-21000053,80,15/01/2022,0,25/01/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"45,000","45,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
442,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/01/2022,14/01/2022,19/05/2021,BLM75_M75-21000052,60,15/01/2022,0,25/01/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"230,000","230,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
443,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/01/2022,14/01/2022,19/05/2021,BLM75_M75-21000053,60,15/01/2022,0,25/01/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"160,000","160,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
444,A116A661,BDKC,A116A661BDKCD,19/05/2021,,RMGE,STANDARD GROUP,14/01/2022,14/01/2022,19/05/2021,BLM75_M75-21000052,50,15/01/2022,0,25/01/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"115,000","115,000",,,,,OK,,Reed Procurement on 15th Aug,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
445,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),12/2/2022,12/2/2022,14/07/2021,BLS75_S75-21000163,50,13/02/2022,0,16/02/2022,,,J CREW,CT+NF,RPT0000000,CT+DA,,,,,0,,"25,000","25,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,RD,Baddi,50120.99
446,A109A001,BDKK,A109A001BDKK,19/05/2021,,RMGE,GOKALDAS EXPORTS LTD,25/04/2022,25/04/2022,19/05/2021,BLM75_M75-21000054,80,25/04/2022,0,17/02/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"500,000","500,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
447,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),16/02/2022,16/02/2022,14/07/2021,BLS75_S75-21000161,50,16/02/2022,0,18/02/2022,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"30,000","30,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,PD,Baddi,50120.99
448,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/2/2022,4/2/2022,14/07/2021,BLM75_M75-21000090,10,5/2/2022,0,22/02/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"375,000","375,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
449,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/2/2022,4/2/2022,14/07/2021,BLM75_M75-21000091,10,15/02/2022,0,22/02/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"325,000","325,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
450,16009,BAMMJ,16009BDMM,14/07/2021,,RMGE,ORIENT CRAFT LTD (KNITWEAR DIV),21/02/2022,21/02/2022,14/07/2021,BLS75_S75-21000164,50,22/02/2022,0,23/02/2022,,,J CREW,CT-SF,RPT0000000,,,,,,0,,"15,000","15,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,236,0,368,0,"19,627",471,"20,702",0,0,0,0,21,FB,Baddi,50120.99
451,A109A001,BDKK,A109A001BDKK,19/05/2021,,RMGE,GOKALDAS EXPORTS LTD,25/05/2022,25/05/2022,19/05/2021,BLM75_M75-21000054,90,25/05/2022,0,20/03/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"500,000","500,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
452,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/3/2022,4/3/2022,14/07/2021,BLM75_M75-21000090,20,5/3/2022,0,25/03/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"375,000","375,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
453,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/3/2022,4/3/2022,14/07/2021,BLM75_M75-21000091,20,5/3/2022,0,25/03/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"325,000","325,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
454,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/4/2022,4/4/2022,14/07/2021,BLM75_M75-21000091,30,5/4/2022,0,25/04/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"325,000","325,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
455,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/4/2022,4/4/2022,14/07/2021,BLM75_M75-21000090,30,5/4/2022,0,25/04/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"375,000","375,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
456,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,4/5/2022,4/5/2022,14/07/2021,BLM75_M75-21000090,40,5/5/2022,0,25/05/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"375,000","375,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
457,A116A661,BDKC,A116A661BDKCD,14/07/2021,,RMGE,STANDARD GROUP,9/4/2022,9/4/2022,14/07/2021,BLM75_M75-21000091,40,5/5/2022,0,25/05/2022,,,CARHARTT,ST-PCH,STDAWTD000,,,,,,0,,"325,000","325,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"96,641","4,977",0,"101,617",22,PD,Budhni,378185.82
458,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/100,RMGE,GOKALDAS EXPORTS LTD,25/06/2022,25/06/2022,19/05/2021,BLM75_M75-21000054,100,25/06/2022,0,27/06/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"499,995","499,995",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
459,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/110,RMGE,GOKALDAS EXPORTS LTD,25/07/2022,25/07/2022,19/05/2021,BLM75_M75-21000054,110,25/07/2022,0,26/07/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"499,999","499,999",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
460,A109A001,BDKK,A109A001BDKK,19/05/2021,M75_M75-21000054/120,RMGE,GOKALDAS EXPORTS LTD,25/08/2022,25/08/2022,19/05/2021,BLM75_M75-21000054,120,25/08/2022,0,26/08/2022,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"499,996","499,996",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
461,A8G0A003,BAEC,A8G0A003BAEC,30/07/2019,S75_S75-19000306/20,Brands,Aditya Birla Fashion and Retail Limited,27/10/2019,1/1/3000,30/07/2019,BLS75_S75-19000306,20,1/1/3000,0,1/1/3000,,,ALLEN SOLLY,ST-8WF,STDAWTD000,,,,,,0,,"2,000","2,000",Order To Punch,,,,,,"Spill over Jan 20, Spill over Feb 20,Old Stock(Jun)",Unchecked,,,1/1/1900,,0,0,0,0,900,0,900,0,0,0,0,21,PD,Baddi,900.0
462,130P79,BDCCJ,130P79BD,23/05/2019,S75_S75-19000122/2,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),10/8/2019,1/1/3000,23/05/2019,BLS75_S75-19000122,2,1/1/3000,0,1/1/3000,,,VANS,PC-SF,LD00000000,,,,,,0,,"6,186","6,186",m,,,,ok,,"Spill over Oct 19,Old Stock(Jun)",Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"7,237",0,0,"7,237",22,PD,Budhni,7236.84
463,130P94,BABWJ,130P94BAMCBWL4,3/5/2021,M75_M75-21000034/10,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,25/09/2021,3/5/2021,BLM75_M75-21000034,10,1/1/3000,0,1/1/3000,,,VF(Timberland),ST-PST,RPT0000000,,,,,,0,,760,760,Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,21,RD,,
464,A150C974,BAMMJ,A150C974BAMM,4/5/2021,,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,1/1/3000,14/05/2021,BLM75_M75-21000039,20,1/1/3000,0,1/1/3000,,,VF(Timberland),TC-AM1ET,RPT0000000,,,,,,0,,"8,711","8,711",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"13,949",0,"13,949",0,0,0,0,21,PD,Baddi,3804.0
465,14252,BAB,14252BAB,24/03/2021,S75_S75-20000673/50,Brands,Aditya Birla Fashion and Retail Limited,10/6/2021,1/1/3000,24/03/2021,BLS75_S75-20000673,50,1/1/3000,0,1/1/3000,,,PETER ENGLAND,PC-SF,BRKUPAWTD0,,,,,,0,,500,500,Order To Punch,,,,,,,Unchecked,,,1/1/1900,,288,0,0,0,"1,450",0,"1,738",0,0,0,0,21,PD,Baddi,17407.0
466,132194,BAMCO,132194BDMCO,3/5/2021,,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,,3/5/2021,BLM75_M75-21000037,10,1/1/3000,0,1/1/3000,,,VF(Timberland),ST+NF,RPT0000000,ST+SF,,,,,0,,"4,135","4,135",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,293,0,0,0,"3,116",0,"3,409",0,0,0,0,21,PD,Baddi,3409.0
467,11600109,BAOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,17/04/2021,BLM75_M75-21000008,10,1/1/3000,0,1/1/3000,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"174,321","174,321",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",21,PD,Baddi,19014.5
468,11600109,BAOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,17/04/2021,BLM75_M75-21000008,10,1/1/3000,0,1/1/3000,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"174,321","174,321",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",21,PD,Budhni,109145.88
469,A120C433,BAOOO,A120C433BDOOO,4/2/2021,,RMGE,CELEBRITY FASHIONS LIMITED,31/03/2021,1/1/3000,4/2/2021,BLS75_S75-20000548,10,1/1/3000,0,1/1/3000,,,TIMBER LAND,CT-DAEF,STDAWTD000,,,,,,0,,"20,000","20,000",Order To Punch,,,,,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"2,142",0,0,"2,162",21,PD,Budhni,2142.31
